"","t","doEcdf","rfeVars","resample","model","vars","acc","kappa","numChains","nrowData","truth","pred"
"112",1,FALSE,FALSE,13,"depmix1",49,0.461538461538462,0.0782009724473257,10,171,"p,p,p,p,a,a,c,p,p,a,a,p,p,p,p,p,p,c,c,c,c,p,p,p,p,p,p,c,p,p,p,c,p,p,p,c,p,p,a,c,p,p,p,a,c,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,p,p,c,c,c,c,c,c,a,c,c,c,a,a,c,a,p,a,a,a,p,a,a,a,a,c,c,a,p,p,c,p,p,p,p,p,p,p,p,p,p,c,a,p,p,p,p,p,p,c,c,c,p,p,p,p,p,p,c,c,p,p,p,p"
"113",1,TRUE,TRUE,14,"depmix1",11,0.454545454545455,0,11,181,"p,c,a,p,p,c,c,a,p,a,c,p,p,p,c,c,p,a,p,p,c,a,a,p,a,a,p,a,p,c,c,p,p,p,p,c,p,p,c,c,a,p,a,c,c,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"114",1,FALSE,TRUE,14,"depmix1",11,0.290909090909091,0.00232558139534884,11,181,"p,c,a,p,p,c,c,a,p,a,c,p,p,p,c,c,p,a,p,p,c,a,a,p,a,a,p,a,p,c,c,p,p,p,p,c,p,p,c,c,a,p,a,c,c,p,a,a,c,p,p,a,a,p,p","a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,p,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,p,a,a,a,a,a,a,a,a,a"
"115",1,TRUE,FALSE,14,"depmix1",49,0.454545454545455,0,11,181,"p,c,a,p,p,c,c,a,p,a,c,p,p,p,c,c,p,a,p,p,c,a,a,p,a,a,p,a,p,c,c,p,p,p,p,c,p,p,c,c,a,p,a,c,c,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"116",1,FALSE,FALSE,14,"depmix1",49,0.290909090909091,-0.153225806451613,11,181,"p,c,a,p,p,c,c,a,p,a,c,p,p,p,c,c,p,a,p,p,c,a,a,p,a,a,p,a,p,c,c,p,p,p,p,c,p,p,c,c,a,p,a,c,c,p,a,a,c,p,p,a,a,p,p","p,p,p,p,p,p,p,a,c,a,a,p,a,a,p,a,a,c,p,p,p,p,p,p,p,p,c,c,p,p,p,p,a,c,p,a,a,a,p,a,c,c,p,p,p,p,p,c,p,p,p,p,p,c,p"
"117",1,TRUE,TRUE,15,"depmix1",11,0.583333333333333,0,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"118",1,FALSE,TRUE,15,"depmix1",11,0.145833333333333,-0.0580645161290323,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","a,a,a,a,p,a,a,a,a,a,a,a,a,p,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"119",1,TRUE,FALSE,15,"depmix1",49,0.583333333333333,0,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p"
"120",1,FALSE,FALSE,15,"depmix1",49,0.291666666666667,-0.114754098360656,11,188,"p,p,p,p,p,p,p,p,p,c,p,p,c,a,a,a,p,p,p,p,p,p,c,p,c,a,c,p,a,c,p,p,p,p,p,a,c,p,a,a,p,c,c,p,c,c,c,p","a,a,c,a,p,p,a,a,p,p,a,p,p,p,c,c,p,p,p,p,p,a,a,a,a,a,a,a,c,a,c,c,p,p,p,p,a,c,c,p,a,p,p,p,p,a,a,c"
"121",2,TRUE,TRUE,1,"A2",21,0.357142857142857,-0.00889679715302489,8,143,"c,c,p,p,c,p,p,p,c,p,p,c,c,p,p,a,a,a,a,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,a,c,p,p","p,a,a,p,p,a,a,a,p,a,a,a,p,a,a,p,p,p,a,p,c,a,a,a,a,a,p,p,p,p,a,a,a,p,p,p,p,a,a,a,a,a"
"122",2,FALSE,TRUE,1,"A2",21,0.261904761904762,-0.0840965861781849,8,143,"c,c,p,p,c,p,p,p,c,p,p,c,c,p,p,a,a,a,a,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,a,c,p,p","p,a,a,p,p,a,a,a,p,a,a,a,p,a,a,p,p,p,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,p,p,a,a,a,a,a,a,a"
"123",2,TRUE,FALSE,1,"A2",49,0.238095238095238,-0.107084019769357,8,143,"c,c,p,p,c,p,p,p,c,p,p,c,c,p,p,a,a,a,a,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,a,c,p,p","p,a,a,p,p,a,a,a,p,a,a,a,p,a,a,p,p,p,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,a,a,a"
"124",2,FALSE,FALSE,1,"A2",49,0.214285714285714,-0.102625298329356,8,143,"c,c,p,p,c,p,p,p,c,p,p,c,c,p,p,a,a,a,a,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,p,p,a,c,p,p","p,a,a,p,p,a,a,a,p,a,a,a,p,a,a,p,c,c,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,c,a,c,a,a,a,a,a"
"125",2,TRUE,TRUE,2,"A2",21,0.368421052631579,0.0519750519750519,12,147,"p,p,c,a,a,c,p,p,a,a,p,p,a,c,p,p,p,p,p,p,c,p,p,p,a,a,p,p,p,p,p,c,c,p,p,p,p,p","p,a,a,p,a,a,a,a,a,a,a,a,p,a,p,a,a,a,a,a,p,a,p,p,a,a,a,p,a,p,p,a,a,a,p,p,a,a"
"126",2,FALSE,TRUE,2,"A2",21,0.342105263157895,0.0306122448979591,12,147,"p,p,c,a,a,c,p,p,a,a,p,p,a,c,p,p,p,p,p,p,c,p,p,p,a,a,p,p,p,p,p,c,c,p,p,p,p,p","p,a,a,p,a,a,a,a,a,a,a,a,p,a,a,a,a,a,a,a,p,a,p,p,a,a,a,p,a,p,p,a,a,a,p,p,a,a"
"127",2,TRUE,FALSE,2,"A2",49,0.368421052631579,0.0519750519750519,12,147,"p,p,c,a,a,c,p,p,a,a,p,p,a,c,p,p,p,p,p,p,c,p,p,p,a,a,p,p,p,p,p,c,c,p,p,p,p,p","p,a,a,p,a,a,a,a,a,a,a,a,p,a,p,a,a,a,a,a,p,a,p,p,a,a,a,p,a,p,p,a,a,a,p,p,a,a"
"128",2,FALSE,FALSE,2,"A2",49,0.263157894736842,0.0157261794634598,12,147,"p,p,c,a,a,c,p,p,a,a,p,p,a,c,p,p,p,p,p,p,c,p,p,p,a,a,p,p,p,p,p,c,c,p,p,p,p,p","c,a,a,c,a,a,a,a,a,a,a,a,p,a,c,a,a,a,a,a,p,a,p,p,a,a,a,p,c,c,c,a,c,c,p,c,c,c"
"129",2,TRUE,TRUE,3,"A2",21,0.324324324324324,-0.0571428571428572,8,148,"c,c,c,p,p,c,a,a,p,c,p,p,p,a,a,c,p,p,a,a,p,p,p,a,a,p,a,p,a,a,a,p,p,p,p,p,p","p,a,a,p,p,a,a,a,a,p,a,a,a,p,a,a,a,a,a,a,a,a,p,a,a,a,p,a,a,p,a,c,a,a,a,a,a"
"130",2,FALSE,TRUE,3,"A2",21,0.324324324324324,-0.0644418872266974,8,148,"c,c,c,p,p,c,a,a,p,c,p,p,p,a,a,c,p,p,a,a,p,p,p,a,a,p,a,p,a,a,a,p,p,p,p,p,p","p,a,a,p,p,a,a,a,a,p,a,a,a,p,a,a,a,a,a,a,a,a,p,a,a,a,p,a,a,p,a,a,a,a,a,a,a"
"131",2,TRUE,FALSE,3,"A2",49,0.324324324324324,-0.0571428571428572,8,148,"c,c,c,p,p,c,a,a,p,c,p,p,p,a,a,c,p,p,a,a,p,p,p,a,a,p,a,p,a,a,a,p,p,p,p,p,p","p,a,a,p,p,a,a,a,a,p,a,a,a,p,a,a,a,a,a,a,a,a,p,a,a,a,p,a,a,p,a,c,a,a,a,a,a"
"132",2,FALSE,FALSE,3,"A2",49,0.324324324324324,0.0454076367389061,8,148,"c,c,c,p,p,c,a,a,p,c,p,p,p,a,a,c,p,p,a,a,p,p,p,a,a,p,a,p,a,a,a,p,p,p,p,p,p","c,a,a,p,p,c,a,c,a,p,c,a,a,c,c,c,a,a,a,a,a,a,p,a,a,a,c,c,a,c,c,c,a,a,a,a,a"
"133",2,TRUE,TRUE,4,"A2",21,0.268292682926829,-0.0406091370558376,9,144,"c,p,p,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,p,c,p,p,p,p,p,p,p,a,c,p,p,a,a,c,p,p,a,a,p,p","p,a,a,p,a,a,a,a,a,a,a,p,p,a,a,p,a,a,a,p,a,a,a,a,a,p,p,a,a,a,a,a,p,a,a,a,a,a,a,a,a"
"134",2,FALSE,TRUE,4,"A2",21,0.292682926829268,0.0254098360655737,9,144,"c,p,p,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,p,c,p,p,p,p,p,p,p,a,c,p,p,a,a,c,p,p,a,a,p,p","p,a,a,p,a,a,a,a,a,a,a,p,p,a,a,a,a,a,a,p,a,a,a,a,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"135",2,TRUE,FALSE,4,"A2",49,0.268292682926829,-0.0406091370558376,9,144,"c,p,p,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,p,c,p,p,p,p,p,p,p,a,c,p,p,a,a,c,p,p,a,a,p,p","p,a,a,p,a,a,a,a,a,a,a,p,p,a,a,p,a,a,a,p,a,a,a,a,a,p,p,a,a,a,a,a,p,a,a,a,a,a,a,a,a"
"136",2,FALSE,FALSE,4,"A2",49,0.219512195121951,-0.00305810397553516,9,144,"c,p,p,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,p,c,p,p,p,p,p,p,p,a,c,p,p,a,a,c,p,p,a,a,p,p","p,a,a,c,a,a,a,a,a,a,a,p,p,a,a,c,a,a,a,c,a,a,a,a,a,c,c,a,a,a,a,a,c,a,a,a,a,a,a,a,a"
"137",2,TRUE,TRUE,5,"A2",21,0.27027027027027,-0.0707395498392283,12,148,"p,a,c,a,p,p,c,c,c,c,c,c,p,p,a,a,a,a,a,p,c,p,p,p,p,p,p,p,p,p,p,c,p,p,c,a,c","p,a,p,a,a,a,a,a,p,a,a,p,p,a,a,p,p,p,a,p,a,a,a,a,a,p,a,a,p,a,p,p,a,a,a,p,a"
"138",2,FALSE,TRUE,5,"A2",21,0.27027027027027,-0.0593849416755037,12,148,"p,a,c,a,p,p,c,c,c,c,c,c,p,p,a,a,a,a,a,p,c,p,p,p,p,p,p,p,p,p,p,c,p,p,c,a,c","p,a,p,a,a,a,a,a,p,a,a,p,p,a,a,p,p,p,a,p,a,a,a,a,a,p,a,a,p,a,p,a,a,a,a,p,a"
"139",2,TRUE,FALSE,5,"A2",49,0.27027027027027,-0.0707395498392283,12,148,"p,a,c,a,p,p,c,c,c,c,c,c,p,p,a,a,a,a,a,p,c,p,p,p,p,p,p,p,p,p,p,c,p,p,c,a,c","p,a,p,a,a,a,a,a,p,a,a,p,p,a,a,p,p,p,a,p,a,a,a,a,a,p,a,a,p,a,p,p,a,a,a,p,a"
"140",2,FALSE,FALSE,5,"A2",49,0.243243243243243,-0.0928270042194092,12,148,"p,a,c,a,p,p,c,c,c,c,c,c,p,p,a,a,a,a,a,p,c,p,p,p,p,p,p,p,p,p,p,c,p,p,c,a,c","p,c,p,c,a,a,a,a,c,a,a,p,p,a,a,p,c,c,a,p,a,a,a,a,a,p,a,a,p,a,p,p,a,a,a,p,a"
"141",2,TRUE,TRUE,6,"A2",21,0.230769230769231,-0.198770491803279,10,146,"p,a,a,p,p,p,p,c,p,p,c,c,p,p,p,a,p,a,a,c,p,p,p,p,c,c,p,a,a,p,p,p,p,p,p,a,a,a,a","p,a,a,a,p,a,a,a,a,a,p,a,p,a,a,p,a,a,p,a,a,p,a,a,p,a,a,p,a,a,a,a,a,a,a,p,p,c,a"
"142",2,FALSE,TRUE,6,"A2",21,0.230769230769231,-0.179435483870968,10,146,"p,a,a,p,p,p,p,c,p,p,c,c,p,p,p,a,p,a,a,c,p,p,p,p,c,c,p,a,a,p,p,p,p,p,p,a,a,a,a","p,a,a,a,p,a,a,a,a,a,p,a,p,a,a,p,a,a,p,a,a,p,a,a,p,a,a,p,a,a,a,a,a,a,a,p,c,c,a"
"143",2,TRUE,FALSE,6,"A2",49,0.256410256410256,-0.145896656534954,10,146,"p,a,a,p,p,p,p,c,p,p,c,c,p,p,p,a,p,a,a,c,p,p,p,p,c,c,p,a,a,p,p,p,p,p,p,a,a,a,a","p,a,a,a,p,a,a,a,a,a,p,a,p,a,a,p,a,a,p,a,a,p,a,a,p,a,a,p,a,a,a,a,a,a,a,p,a,c,a"
"144",2,FALSE,FALSE,6,"A2",49,0.230769230769231,-0.0763569457221711,10,146,"p,a,a,p,p,p,p,c,p,p,c,c,p,p,p,a,p,a,a,c,p,p,p,p,c,c,p,a,a,p,p,p,p,p,p,a,a,a,a","p,a,a,a,c,c,a,a,a,a,p,a,p,a,a,c,c,a,c,a,a,p,a,a,p,c,a,c,a,a,a,a,a,a,a,c,c,c,a"
"145",2,TRUE,TRUE,7,"A2",21,0.340909090909091,0.0413223140495867,11,141,"c,a,p,p,c,c,p,a,c,p,p,c,p,a,p,c,a,a,p,a,p,a,c,c,p,p,p,c,p,p,c,a,p,c,c,a,a,c,p,p,a,a,p,p","p,a,a,a,a,a,p,a,a,p,a,a,p,a,p,a,a,a,a,p,a,a,p,a,p,a,a,a,a,a,p,a,a,p,a,p,a,a,a,a,a,a,a,a"
"146",2,FALSE,TRUE,7,"A2",21,0.318181818181818,0.00751879699248122,11,141,"c,a,p,p,c,c,p,a,c,p,p,c,p,a,p,c,a,a,p,a,p,a,c,c,p,p,p,c,p,p,c,a,p,c,c,a,a,c,p,p,a,a,p,p","p,a,a,a,a,a,p,a,a,p,a,a,p,a,p,a,a,a,a,p,a,a,p,a,p,a,a,a,a,a,p,a,a,p,a,p,c,a,a,a,a,a,a,a"
"147",2,TRUE,FALSE,7,"A2",49,0.340909090909091,0.0377073906485671,11,141,"c,a,p,p,c,c,p,a,c,p,p,c,p,a,p,c,a,a,p,a,p,a,c,c,p,p,p,c,p,p,c,a,p,c,c,a,a,c,p,p,a,a,p,p","p,a,a,a,a,a,p,a,a,p,a,a,p,a,p,a,a,a,a,p,a,a,p,a,p,a,a,a,a,a,p,a,a,p,a,p,a,c,c,a,c,a,c,c"
"148",2,FALSE,FALSE,7,"A2",49,0.272727272727273,-0.0383480825958702,11,141,"c,a,p,p,c,c,p,a,c,p,p,c,p,a,p,c,a,a,p,a,p,a,c,c,p,p,p,c,p,p,c,a,p,c,c,a,a,c,p,p,a,a,p,p","p,c,a,a,a,a,c,a,a,c,a,a,c,a,p,c,a,c,a,c,c,a,p,a,p,a,a,a,a,a,c,a,a,c,a,p,c,c,c,c,a,c,c,c"
"149",2,TRUE,TRUE,8,"A2",21,0.358974358974359,-0.00411946446961894,9,146,"c,a,p,p,p,a,a,a,a,a,p,c,c,p,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,a,a,p,p,a,p,p,p,a,p,a,a,a,p,a,p,a,a,p,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"150",2,FALSE,TRUE,8,"A2",21,0.333333333333333,-0.0325865580448065,9,146,"c,a,p,p,p,a,a,a,a,a,p,c,c,p,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,a,a,p,p,a,p,p,p,a,p,a,a,a,p,a,p,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"151",2,TRUE,FALSE,8,"A2",49,0.358974358974359,-0.00411946446961894,9,146,"c,a,p,p,p,a,a,a,a,a,p,c,c,p,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,a,a,p,p,a,p,p,p,a,p,a,a,a,p,a,p,a,a,p,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"152",2,FALSE,FALSE,8,"A2",49,0.230769230769231,-0.0655737704918033,9,146,"c,a,p,p,p,a,a,a,a,a,p,c,c,p,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","c,a,a,p,p,c,c,c,c,a,c,a,a,a,p,a,p,a,a,c,a,a,c,a,a,a,c,a,a,a,a,a,a,a,c,a,a,a,a"
"153",2,TRUE,TRUE,9,"A2",21,0.209302325581395,-0.0181058495821727,11,142,"c,p,p,c,c,c,p,c,p,p,c,p,p,p,c,c,p,p,c,p,c,c,p,c,p,c,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,a,a,a,p,a,p,p,a,a,p,a,a,a,p,a,p,a,a,p,a,a,a,p,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"154",2,FALSE,TRUE,9,"A2",21,0.209302325581395,-0.0181058495821727,11,142,"c,p,p,c,c,c,p,c,p,p,c,p,p,p,c,c,p,p,c,p,c,c,p,c,p,c,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,a,a,a,p,a,p,p,a,a,p,a,a,a,p,a,p,a,a,p,a,a,a,p,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"155",2,TRUE,FALSE,9,"A2",49,0.209302325581395,-0.0181058495821727,11,142,"c,p,p,c,c,c,p,c,p,p,c,p,p,p,c,c,p,p,c,p,c,c,p,c,p,c,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,a,a,a,p,a,p,p,a,a,p,a,a,a,p,a,p,a,a,p,a,a,a,p,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"156",2,FALSE,FALSE,9,"A2",49,0.186046511627907,-0.0422437673130194,11,142,"c,p,p,c,c,c,p,c,p,p,c,p,p,p,c,c,p,p,c,p,c,c,p,c,p,c,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,a,a,a,p,a,p,p,a,a,p,a,a,a,p,a,c,a,a,p,a,a,a,p,a,p,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"157",2,TRUE,TRUE,10,"A2",21,0.4,0.0588235294117648,10,145,"p,p,a,p,a,a,p,a,a,p,p,p,p,p,p,p,p,a,c,p,p,c,p,p,c,c,a,a,c,p,p,a,a,p,p,p,c,a,a,p","p,p,a,p,a,a,a,p,a,a,a,a,a,a,a,p,a,a,a,a,a,p,a,p,p,a,p,a,a,a,a,a,a,a,a,p,a,a,a,a"
"158",2,FALSE,TRUE,10,"A2",21,0.4,0.0588235294117648,10,145,"p,p,a,p,a,a,p,a,a,p,p,p,p,p,p,p,p,a,c,p,p,c,p,p,c,c,a,a,c,p,p,a,a,p,p,p,c,a,a,p","p,p,a,p,a,a,a,p,a,a,a,a,a,a,a,p,a,a,a,a,a,p,a,p,p,a,p,a,a,a,a,a,a,a,a,p,a,a,a,a"
"159",2,TRUE,FALSE,10,"A2",49,0.375,0.0476190476190476,10,145,"p,p,a,p,a,a,p,a,a,p,p,p,p,p,p,p,p,a,c,p,p,c,p,p,c,c,a,a,c,p,p,a,a,p,p,p,c,a,a,p","p,p,a,p,a,a,a,p,a,a,a,a,a,a,a,p,a,a,a,a,a,p,a,p,p,a,p,a,c,a,a,a,a,c,a,p,a,c,c,c"
"160",2,FALSE,FALSE,10,"A2",49,0.25,-0.00502512562814075,10,145,"p,p,a,p,a,a,p,a,a,p,p,p,p,p,p,p,p,a,c,p,p,c,p,p,c,c,a,a,c,p,p,a,a,p,p,p,c,a,a,p","p,p,c,p,a,a,a,c,c,c,a,a,a,a,a,c,c,a,a,a,a,p,a,c,c,a,c,c,c,a,a,a,c,c,c,c,c,c,c,c"
"161",2,TRUE,TRUE,11,"A2",21,0.27027027027027,0.0347826086956521,7,148,"p,c,a,p,p,c,c,p,p,c,c,c,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,p,a,a,a,a,a,p,a,p,a,a,p,a,p,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"162",2,FALSE,TRUE,11,"A2",21,0.216216216216216,-0.00562324273664482,7,148,"p,c,a,p,p,c,c,p,p,c,c,c,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,p,a,a,a,a,a,p,a,p,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"163",2,TRUE,FALSE,11,"A2",49,0.27027027027027,0.0347826086956521,7,148,"p,c,a,p,p,c,c,p,p,c,c,c,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,p,a,a,a,a,a,p,a,p,a,a,p,a,p,a,a,a,a,a,p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a"
"164",2,FALSE,FALSE,11,"A2",49,0.216216216216216,-0.0160984848484849,7,148,"p,c,a,p,p,c,c,p,p,c,c,c,c,p,p,p,p,p,p,p,p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p","p,p,c,a,a,a,a,p,a,c,a,a,p,a,c,a,a,a,a,a,c,a,a,a,c,a,c,c,a,a,a,a,a,c,a,c,a"
"165",2,TRUE,TRUE,12,"A2",21,0.2,-0.140819964349376,9,145,"p,c,p,p,p,p,p,p,p,a,a,a,a,c,p,c,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,c,c,p,p,p,c,p,p","p,a,a,a,a,a,p,a,a,p,p,p,a,p,a,a,p,a,a,a,a,a,a,a,p,p,a,a,a,a,a,p,a,a,p,a,a,a,a,a"
"166",2,FALSE,TRUE,12,"A2",21,0.2,-0.140819964349376,9,145,"p,c,p,p,p,p,p,p,p,a,a,a,a,c,p,c,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,c,c,p,p,p,c,p,p","p,a,a,a,a,a,p,a,a,p,p,p,a,p,a,a,p,a,a,a,a,a,a,a,p,p,a,a,a,a,a,p,a,a,p,a,a,a,a,a"
"167",2,TRUE,FALSE,12,"A2",49,0.2,-0.107266435986159,9,145,"p,c,p,p,p,p,p,p,p,a,a,a,a,c,p,c,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,c,c,p,p,p,c,p,p","p,a,a,a,a,a,p,a,a,p,c,c,a,p,a,a,p,a,a,a,a,a,a,a,p,p,a,a,a,a,a,p,a,a,p,a,a,a,a,a"
"168",2,FALSE,FALSE,12,"A2",49,0.175,-0.0492845786963434,9,145,"p,c,p,p,p,p,p,p,p,a,a,a,a,c,p,c,a,a,p,p,p,p,p,p,p,p,p,a,c,p,p,c,c,c,p,p,p,c,p,p","c,a,a,a,a,a,p,a,a,p,c,c,a,c,a,a,c,a,a,a,a,a,a,a,p,c,a,a,a,a,a,c,a,a,c,a,a,a,a,a"
"169",2,TRUE,TRUE,13,"A2",21,0.214285714285714,-0.155,13,143,"c,c,p,p,p,a,a,a,a,c,p,a,c,c,a,c,p,p,p,c,p,p,c,p,p,p,p,p,a,c,p,p,p,p,p,p,p,p,p,c,p,p","p,a,a,p,a,p,p,p,a,p,p,a,p,a,p,a,p,a,a,a,a,a,p,a,a,a,p,a,a,p,a,a,a,p,a,a,p,a,a,a,a,a"
"170",2,FALSE,TRUE,13,"A2",21,0.19047619047619,-0.172413793103448,13,143,"c,c,p,p,p,a,a,a,a,c,p,a,c,c,a,c,p,p,p,c,p,p,c,p,p,p,p,p,a,c,p,p,p,p,p,p,p,p,p,c,p,p","p,a,a,a,a,p,p,p,a,p,p,a,p,a,p,a,p,a,a,a,a,a,p,a,a,a,p,a,a,p,a,a,a,p,a,a,p,a,a,a,a,a"
"171",2,TRUE,FALSE,13,"A2",49,0.238095238095238,-0.137055837563452,13,143,"c,c,p,p,p,a,a,a,a,c,p,a,c,c,a,c,p,p,p,c,p,p,c,p,p,p,p,p,a,c,p,p,p,p,p,p,p,p,p,c,p,p","p,a,a,p,p,p,p,p,a,p,p,a,p,a,p,a,p,a,a,a,a,a,p,a,a,a,p,a,a,p,a,a,a,p,a,a,p,a,a,a,a,a"
"172",2,FALSE,FALSE,13,"A2",49,0.166666666666667,-0.175059952038369,13,143,"c,c,p,p,p,a,a,a,a,c,p,a,c,c,a,c,p,p,p,c,p,p,c,p,p,p,p,p,a,c,p,p,p,p,p,p,p,p,p,c,p,p","p,c,a,c,c,p,c,c,a,p,p,c,p,a,p,a,p,a,a,a,a,a,p,a,a,a,p,a,a,p,a,a,a,p,a,a,c,a,a,a,a,a"
"173",2,TRUE,TRUE,14,"A2",21,0.256410256410256,-0.0328767123287672,6,146,"p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,c,p,p,c,p,p,c,c,c,a,a,p,p,p,p,p,p,p,c,a,a,p","p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,p,a,a,a,p,a,p,c,a,a,a,a,c,a,p,c,a,a,a"
"174",2,FALSE,TRUE,14,"A2",21,0.256410256410256,-0.0338208409506398,6,146,"p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,c,p,p,c,p,p,c,c,c,a,a,p,p,p,p,p,p,p,c,a,a,p","p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,p,a,a,a,p,a,p,a,a,a,c,a,c,a,p,a,a,a,a"
"175",2,TRUE,FALSE,14,"A2",49,0.256410256410256,-0.0357142857142857,6,146,"p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,c,p,p,c,p,p,c,c,c,a,a,p,p,p,p,p,p,p,c,a,a,p","p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,p,a,a,a,p,a,p,a,a,a,a,a,a,a,p,a,a,a,a"
"176",2,FALSE,FALSE,14,"A2",49,0.205128205128205,-0.0633245382585752,6,146,"p,p,a,p,a,c,p,p,p,p,a,a,a,c,p,p,p,c,p,p,c,p,p,c,c,c,a,a,p,p,p,p,p,p,p,c,a,a,p","p,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,a,p,a,a,p,a,a,a,c,a,c,a,a,a,c,a,a,a,c,a,c,c,a"
